codigo_datasus;codigo_cid10;descricao
B432;B43.2;Abscesso e cisto feomicótico subcutâneos
B438;B43.8;Outras formas de cromomicose
B439;B43.9;Cromomicose não especificada
B440;B44.0;Aspergilose pulmonar invasiva
B441;B44.1;Outras aspergiloses pulmonares
B442;B44.2;Aspergilose amigdaliana
B447;B44.7;Aspergilose disseminada
B448;B44.8;Outras formas de aspergilose
B449;B44.9;Aspergilose não especificada
B450;B45.0;Criptococose pulmonar
B451;B45.1;Criptococose cerebral
B452;B45.2;Criptococose cutânea
B453;B45.3;Criptococose óssea
B457;B45.7;Criptococose disseminada
B458;B45.8;Outras formas de criptococose
B459;B45.9;Criptococose não especificada
B460;B46.0;Mucormicose pulmonar
B461;B46.1;Mucormicose rinocerebral
B462;B46.2;Mucormicose gastrointestinal
B463;B46.3;Mucormicose cutânea
B464;B46.4;Mucormicose disseminada
B465;B46.5;Mucormicose não especificada
B468;B46.8;Outras zigomicoses
B469;B46.9;Zigomicose não especificada
B470;B47.0;Eumicetoma
B471;B47.1;Actinomicetoma
B479;B47.9;Micetoma não especificado
B480;B48.0;Lobomicose
B481;B48.1;Rinosporidiose
B482;B48.2;Alesqueriose
B483;B48.3;Geotricose
B484;B48.4;Penicilose
B487;B48.7;Micoses oportunistas
B488;B48.8;Outras micoses especificadas
B49;B49;Micose não especificada
B500;B50.0;Malária por Plasmodium falciparum com complicações cerebrais
B508;B50.8;Outras formas graves e complicadas de malária por Plasmodium falciparum
B509;B50.9;Malária não especificada por Plasmodium falciparum
B510;B51.0;Malária por Plasmodium vivax com rotura do baço
B518;B51.8;Malária por Plasmodium vivax com outras complicações
B519;B51.9;Malária por Plasmodium vivax sem complicações
B520;B52.0;Malária por Plasmodium malariae com nefropatia
B528;B52.8;Malária por Plasmodium malariae com outras complicações
B529;B52.9;Malária por Plasmodium malariae sem complicações
B530;B53.0;Malária por Plasmodium ovale
B531;B53.1;Malária por plasmódios de macacos
B538;B53.8;Outras formas de malárias com confirmação parasitológica, não classificadas em outra parte
B54;B54;Malária não especificada
B550;B55.0;Leishmaniose visceral
B551;B55.1;Leishmaniose cutânea
B552;B55.2;Leishmaniose cutâneo-mucosa
B559;B55.9;Leishmaniose não especificada
B560;B56.0;Tripanossomíase por Trypanosoma gambiense
B561;B56.1;Tripanossomíase por Trypanosoma rhodesiense
B569;B56.9;Tripanossomíase africana não especificada
B570;B57.0;Forma aguda da doença de Chagas, com comprometimento cardíaco
B571;B57.1;Forma aguda da doença de Chagas, sem comprometimento cardíaco
B572;B57.2;Doença de Chagas (crônica) com comprometimento cardíaco
B573;B57.3;Doença de Chagas (crônica) com comprometimento do aparelho digestivo
B574;B57.4;Doença de Chagas (crônica) com comprometimento do sistema nervoso
B575;B57.5;Doença de Chagas (crônica) com comprometimento de outros órgãos
B580;B58.0;Oculopatia por Toxoplasma
B581;B58.1;Hepatite por Toxoplasma
B582;B58.2;Meningoencefalite por Toxoplasma
B583;B58.3;Toxoplasmose pulmonar
B588;B58.8;Toxoplasmose com comprometimento de outros órgãos
B589;B58.9;Toxoplasmose não especificada
B59;B59;Pneumocistose
B600;B60.0;Babesiose
B601;B60.1;Acantamebíase
B602;B60.2;Naegleríase
B608;B60.8;Outras doenças especificadas devidas a protozoários
B64;B64;Doença não especificada devida a protozoários
B650;B65.0;Esquistossomose devida ao Schistosoma haematobium [esquistossomose urinária]
B651;B65.1;Esquistossomose devida ao Schistosoma mansoni [esquistossomose intestinal]
B652;B65.2;Esquistossomose devida ao Schistosoma japonicum
B653;B65.3;Dermatite por cercárias
B658;B65.8;Outras esquistossomoses
B659;B65.9;Esquistossomose não especificada
B660;B66.0;Opistorquíase
B661;B66.1;Clonorquíase
B662;B66.2;Dicrocelíase
B663;B66.3;Fasciolíase
B664;B66.4;Paragonimíase
B665;B66.5;Fasciolopsíase
B668;B66.8;Outras infestações por trematódeos especificados
B669;B66.9;Infecção não especificada por trematódeo
B670;B67.0;Infestação hepática por Echinococcus granulosus
B671;B67.1;Infestação pulmonar por Echinococcus granulosus
B672;B67.2;Infestação óssea por Echinococcus granulosus
B673;B67.3;Infestações por Echinmococcus granulosus, outras e de localizações múltiplas
B674;B67.4;Infestação não especificada por Echinococcus granulosus
B675;B67.5;Infestação hepática por Echinococcus multilocularis
B676;B67.6;Infecções por Echinococcus multilocularis, outras e de localizações múltiplas
B677;B67.7;Infestação não especificada por Echinococcus multilocularis
B678;B67.8;Infestação hepática não especificada, por Echinococcus
B679;B67.9;Infestações por Echinococcus, outras e as não especificadas
B680;B68.0;Infestação por Taenia solium
B681;B68.1;Infestação por Taenia saginata
B689;B68.9;Infestação não especificada por Taenia
B690;B69.0;Cisticercose do sistema nervoso central
B691;B69.1;Cisticercose do olho
B698;B69.8;Cisticercose de outras localizações
B699;B69.9;Cisticercose não especificada
B700;B70.0;Difilobotríase
B701;B70.1;Esparganose
B710;B71.0;Infestação por Hymenolepis
B711;B71.1;Infestação por Dipylidium
B718;B71.8;Outras infestações especificadas por cestóides
B719;B71.9;Infestação não especificada por cestóides
B72;B72;Dracontíase
B73;B73;Oncocercose
B740;B74.0;Filariose por Wuchereria bancrofti
B741;B74.1;Filariose por Brugia malayi
B742;B74.2;Filariose por Brugia timori
B743;B74.3;Loaíase
B744;B74.4;Mansonelose
B748;B74.8;Outras filarioses
B749;B74.9;Filariose não especificada
B75;B75;Triquinose
B760;B76.0;Ancilostomose
B761;B76.1;Necatoríase
B768;B76.8;Outras ancilostomíases
B769;B76.9;Ancilostomíase não especificada
B770;B77.0;Ascaridíase com complicações intestinais
B778;B77.8;Ascaridíase com outras complicações
B779;B77.9;Ascaridíase não especificada
B780;B78.0;Estrongiloidíase intestinal
B781;B78.1;Estrongiloidíase cutânea
B787;B78.7;Estrongiloidíase disseminada
B789;B78.9;Estrongiloidíase não especificada
B79;B79;Tricuríase
B80;B80;Oxiuríase
B810;B81.0;Anisaquíase
B811;B81.1;Capilaríase intestinal
B812;B81.2;Tricostrongilose
B813;B81.3;Angiostrongilíase intestinal
B814;B81.4;Helmintíases intestinais mistas
B818;B81.8;Outras helmintíases intestinais especificadas
B820;B82.0;Helmintíase intestinal não especificada
B829;B82.9;Parasitose intestinal não especificada
B830;B83.0;Larva migrans visceral
B831;B83.1;Gnatostomíase
B832;B83.2;Angrostrongilíase devida a Parastrongylus cantonensis
B833;B83.3;Singamose
B834;B83.4;Hirudiníase interna
B838;B83.8;Outras helmintíases especificadas
B839;B83.9;Helmintíase não especificada
B850;B85.0;Pediculose devida a Pediculus humanus capitis
B851;B85.1;Pediculose devida a Pediculus humanus corporis
B852;B85.2;Pediculose não especificada
B853;B85.3;Ftiríase
B854;B85.4;Pediculose e ftiríase mista
B86;B86;Escabiose [sarna]
B870;B87.0;Miíase cutânea
B871;B87.1;Miíase das feridas
B872;B87.2;Miíase ocular
B873;B87.3;Miíase nasofaríngea
B874;B87.4;Miíase auricular
B878;B87.8;Miíase de outras localizações
B879;B87.9;Miíase não especificada
B880;B88.0;Outras acaríases
B881;B88.1;Tungíase [infestação pela pulga da areia]
B882;B88.2;Outras infestações por artrópodos
B883;B88.3;Hirudiníase externa
B888;B88.8;Outras infestações especificadas
B889;B88.9;Infestação não especificada
B89;B89;Doença parasitária não especificada
B900;B90.0;Seqüelas de tuberculose do sistema nervoso central
B901;B90.1;Seqüelas de tuberculose geniturinária
B902;B90.2;Seqüelas de tuberculose óssea e das articulações
B908;B90.8;Seqüelas de tuberculose de outros órgãos
B909;B90.9;Seqüelas de tuberculose das vias respiratórias e de órgãos não especificados
B91;B91;Seqüelas de poliomielite
B92;B92;Seqüelas de hanseníase [lepra]
B940;B94.0;Seqüelas de tracoma
B941;B94.1;Seqüelas de encefalite viral
B942;B94.2;Seqüelas de hepatite viral
B948;B94.8;Seqüelas de outras doenças infecciosas e parasitárias especificadas
B949;B94.9;Seqüelas de doença infecciosa ou parasitária não especificada
B950;B95.0;Estreptococo do grupo A, como causa de doenças classificadas em outros capítulos
B951;B95.1;Estreptococo do grupo B, como causa de doenças classificadas em outros capítulos
B952;B95.2;Estreptococo do grupo D, como causa de doenças classificadas em outros capítulos
B953;B95.3;Streptococcus pneumoniae, como causa de doenças classificadas em outros capítulos
B954;B95.4;Outros estreptococos, como causa de doenças classificadas em outros capítulos
B955;B95.5;Estreptococo não especificado, como causa de doenças classificadas em outros capítulos
B956;B95.6;Staphylococcus aureus, como causa de doenças classificadas em outros capítulos
B957;B95.7;Outros estafilococos como causa de doenças classificadas em outros capítulos
B958;B95.8;Estafilococo não especificado, como causa de doenças classificadas em outros capítulos
B960;B96.0;Mycoplasma pneumoniae [M. pneumoniae], como causa de doenças classificadas em outros capítulos
B961;B96.1;Klebsiella pneumoniae [M. pneumoniae], como causa de doenças classificadas em outros capítulos
B962;B96.2;Escherichia coli [E. Coli], como causa de doenças classificadas em outros capítulos
B963;B96.3;Haemophilus influenzae [H. influenzae], como causa de doenças classificadas em outros capítulos
B964;B96.4;Proteus (mirabilis) (morganii), como causa de doenças classificadas em outros capítulos
B965;B96.5;Pseudomonas (aeruginosa) (mallei) (pseudomallei), como causa de doenças classificadas em outros capítulos
B966;B96.6;Bacillus fragilis [B. fragilis], como causa de doenças classificadas em outros capítulos
B967;B96.7;Clostridium perfringens [C. perfringens], como causa de doenças classificadas em outros capítulos
B968;B96.8;Outros agentes bacterianos especificados, como causa de doenças classificadas em outros capítulos
B970;B97.0;Adenovírus, como causa de doenças classificadas em outros capítulos
B971;B97.1;Enterovírus, como causa de doenças classificadas em outros capítulos
B972;B97.2;Coronavírus, como causa de doenças classificadas em outros capítulos
B973;B97.3;Retrovírus, como causa de doenças classificadas em outros capítulos
B974;B97.4;Vírus sincicial respiratório, como causa de doenças classificadas em outros capítulos
B975;B97.5;Reovírus, como causa de doenças classificadas em outros capítulos
B976;B97.6;Parvovírus, como causa de doenças classificadas em outros capítulos
B977;B97.7;Papilomavírus, como causa de doenças classificadas em outros capítulos
B978;B97.8;Outros agentes virais, como causa de doenças classificadas em outros capítulos
B99;B99;Doenças infecciosas, outras e as não especificadas
C000;C00.0;Neoplasia maligna do lábio superior externo
C001;C00.1;Neoplasia maligna do lábio inferior externo
C002;C00.2;Neoplasia maligna do lábio externo, não especificado
C003;C00.3;Neoplasia maligna do lábio superior, face interna
C004;C00.4;Neoplasia maligna do lábio inferior, face interna
C005;C00.5;Neoplasia maligna do lábio, sem especificação, face interna
C006;C00.6;Neoplasia maligna da comissura labial
C008;C00.8;Neoplasia maligna do lábio com lesão invasiva
C009;C00.9;Neoplasia maligna do lábio, não especificado
C01;C01;Neoplasia maligna da base da língua
C020;C02.0;Neoplasia maligna da face dorsal da língua
C021;C02.1;Neoplasia maligna da borda da língua
C022;C02.2;Neoplasia maligna da face ventral da língua
C023;C02.3;Neoplasia maligna de dois terços anteriores da língua, parte não especificada
C024;C02.4;Neoplasia maligna da amígdala lingual
C028;C02.8;Neoplasia maligna da língua com lesão invasiva
C029;C02.9;Neoplasia maligna da língua, não especificada
C030;C03.0;Neoplasia maligna da gengiva superior
C031;C03.1;Neoplasia maligna da gengiva inferior
C039;C03.9;Neoplasia maligna da gengiva, não especificada
C040;C04.0;Neoplasia maligna do assoalho anterior da boca
C041;C04.1;Neoplasia maligna do assoalho lateral da boca
C048;C04.8;Neoplasia maligna do assoalho da boca com lesão invasiva
C049;C04.9;Neoplasia maligna do assoalho da boca, não especificado
C050;C05.0;Neoplasia maligna do palato duro
C051;C05.1;Neoplasia maligna do palato mole
C052;C05.2;Neoplasia maligna da úvula
C058;C05.8;Neoplasia maligna do palato com lesão invasiva
C059;C05.9;Neoplasia maligna do palato, não especificado
C060;C06.0;Neoplasia maligna da mucosa oral
C061;C06.1;Neoplasia maligna do vestíbulo da boca
C062;C06.2;Neoplasia maligna da área retromolar
C068;C06.8;Neoplasia maligna de outras partes e de partes não especificadas da boca com lesão invasiva
C069;C06.9;Neoplasia maligna da boca, não especificada
C07;C07;Neoplasia maligna da glândula parótida
C080;C08.0;Neoplasia maligna da glândula submandibular
C081;C08.1;Neoplasia maligna da glândula sublingual
C088;C08.8;Neoplasia maligna das glândulas salivares maiores com lesão invasiva
C089;C08.9;Neoplasia maligna da glândula salivar maior, não especificada
C090;C09.0;Neoplasia maligna da fossa amigdaliana
C091;C09.1;Neoplasia maligna do pilar amigdaliano (anterior) (posterior)
C098;C09.8;Neoplasia maligna da amígdala com lesão invasiva
C099;C09.9;Neoplasia maligna da amígdala, não especificada
C100;C10.0;Neoplasia maligna da valécula
C101;C10.1;Neoplasia maligna da face anterior da epiglote
C102;C10.2;Neoplasia maligna da parede lateral da orofaringe
C103;C10.3;Neoplasia maligna da parede posterior da orofaringe
C104;C10.4;Neoplasia maligna da fenda branquial
C108;C10.8;Neoplasia maligna da orofaringe com lesão invasiva
C109;C10.9;Neoplasia maligna da orofaringe, não especificada
C110;C11.0;Neoplasia maligna da parede superior da nasofaringe
C111;C11.1;Neoplasia maligna da parede posterior da nasofaringe
C112;C11.2;Neoplasia maligna da parede lateral da nasofaringe
C113;C11.3;Neoplasia maligna da parede anterior da nasofaringe
C118;C11.8;Neoplasia maligna da nasofaringe com lesão invasiva
C119;C11.9;Neoplasia maligna da nasofaringe, não especificada
C12;C12;Neoplasia maligna do seio piriforme
C130;C13.0;Neoplasia maligna da região pós-cricóidea
C131;C13.1;Neoplasia maligna da prega ariepiglótica, face hipofaríngea
C132;C13.2;Neoplasia maligna da parede posterior da hipofaringe
C138;C13.8;Neoplasia maligna da hipofaringe com lesão invasiva
C139;C13.9;Neoplasia maligna da hipofaringe, não especificada
C140;C14.0;Neoplasia maligna da faringe, não especificada
C142;C14.2;Neoplasia maligna do anel de Waldeyer
C148;C14.8;Neoplasia maligna do lábio, cavidade oral e faringe com lesão invasiva
C150;C15.0;Neoplasia maligna da porção cervical do esôfago (esôfago cervical)
C151;C15.1;Neoplasia maligna da porção torácica do esôfago (esôfago torácico)
C152;C15.2;Neoplasia maligna da porção abdominal do esôfago (esôfago abdominal)
C153;C15.3;Neoplasia maligna do terço superior do esôfago
C154;C15.4;Neoplasia maligna do terço médio do esôfago
C155;C15.5;Neoplasia maligna do terço inferior do esôfago
C158;C15.8;Neoplasia maligna do esôfago com lesão invasiva
C159;C15.9;Neoplasia maligna do esôfago, não especificado
C160;C16.0;Neoplasia maligna da cárdia
C161;C16.1;Neoplasia maligna do fundo do estômago
C162;C16.2;Neoplasia maligna do corpo do estômago
C163;C16.3;Neoplasia maligna do antro pilórico
C164;C16.4;Neoplasia maligna do piloro
